city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Babbie,Babbie,AL,Alabama,1039,Covington,31.3022,-86.3229,506,17.3,shape,FALSE,TRUE,America/Chicago,3,36467 36421,1840015865
Red Level,Red Level,AL,Alabama,1039,Covington,31.4055,-86.6084,462,72.9,shape,FALSE,TRUE,America/Chicago,3,36474,1840018176
Horn Hill,Horn Hill,AL,Alabama,1039,Covington,31.2382,-86.3211,291,48.2,shape,FALSE,TRUE,America/Chicago,3,36467,1840017093
Heath,Heath,AL,Alabama,1039,Covington,31.3579,-86.4673,274,127.1,shape,FALSE,TRUE,America/Chicago,3,36421,1840015867
Lockhart,Lockhart,AL,Alabama,1039,Covington,31.0128,-86.3505,264,71,shape,FALSE,TRUE,America/Chicago,3,36442 36455,1840017095
Carolina,Carolina,AL,Alabama,1039,Covington,31.2337,-86.5227,255,87.8,shape,FALSE,TRUE,America/Chicago,3,36420,1840015866
Sanford,Sanford,AL,Alabama,1039,Covington,31.3007,-86.3976,235,22.7,shape,FALSE,TRUE,America/Chicago,3,36420 36421,1840018178
Gantt,Gantt,AL,Alabama,1039,Covington,31.4092,-86.4842,143,103.4,shape,FALSE,TRUE,America/Chicago,4,36038 36421,1840002554
Onycha,Onycha,AL,Alabama,1039,Covington,31.2246,-86.2785,139,56.1,shape,FALSE,TRUE,America/Chicago,3,36467,1840017098
Libertyville,Libertyville,AL,Alabama,1039,Covington,31.2428,-86.46,70,33.4,shape,FALSE,TRUE,America/Chicago,3,36420,1840017094
Luverne,Luverne,AL,Alabama,1041,Crenshaw,31.7186,-86.2687,2716,67.7,shape,FALSE,TRUE,America/Chicago,4,36049,1840004042
Brantley,Brantley,AL,Alabama,1041,Crenshaw,31.5823,-86.2569,966,129.5,shape,FALSE,TRUE,America/Chicago,3,36009,1840015844
Rutledge,Rutledge,AL,Alabama,1041,Crenshaw,31.7241,-86.302,473,27.1,shape,FALSE,TRUE,America/Chicago,4,36049,1840005396
Dozier,Dozier,AL,Alabama,1041,Crenshaw,31.5031,-86.3694,450,60.7,shape,FALSE,TRUE,America/Chicago,3,36028,1840017043
Glenwood,Glenwood,AL,Alabama,1041,Crenshaw,31.6675,-86.173,221,134.2,shape,FALSE,TRUE,America/Chicago,4,36035 36034,1840003300
Petrey,Petrey,AL,Alabama,1041,Crenshaw,31.8495,-86.2057,47,31.6,shape,FALSE,TRUE,America/Chicago,3,36049 36062,1840017045
Cullman,Cullman,AL,Alabama,1043,Cullman,34.1775,-86.8407,17892,280.1,shape,FALSE,TRUE,America/Chicago,3,35058 35057 35055 35056,1840001354
Hanceville,Hanceville,AL,Alabama,1043,Cullman,34.0632,-86.7645,3174,298.3,shape,FALSE,TRUE,America/Chicago,3,35077,1840013642
Good Hope,Good Hope,AL,Alabama,1043,Cullman,34.1102,-86.8662,2463,141.2,shape,FALSE,TRUE,America/Chicago,4,35057 35055 35077,1840003328
Baileyton,Baileyton,AL,Alabama,1043,Cullman,34.2609,-86.6083,1114,74.3,shape,FALSE,TRUE,America/Chicago,3,35019,1840015588
Holly Pond,Holly Pond,AL,Alabama,1043,Cullman,34.1696,-86.6125,819,82.6,shape,FALSE,TRUE,America/Chicago,3,35055 35083,1840016698
Fairview,Fairview,AL,Alabama,1043,Cullman,34.2501,-86.6846,717,129,shape,FALSE,TRUE,America/Chicago,4,35058,1840002078
Joppa,Joppa,AL,Alabama,1043,Cullman,34.2982,-86.5506,681,126.3,shape,FALSE,FALSE,America/Chicago,3,35016 35087,1840025862
Dodge City,Dodge City,AL,Alabama,1043,Cullman,34.0445,-86.8853,660,62,shape,FALSE,TRUE,America/Chicago,3,35057 35077,1840016700
Berlin,Berlin,AL,Alabama,1043,Cullman,34.1862,-86.7473,639,183.7,shape,FALSE,TRUE,America/Chicago,3,35058 35055,1840146895
Garden City,Garden City,AL,Alabama,1043,Cullman,34.015,-86.7493,622,102.9,shape,FALSE,TRUE,America/Chicago,4,35077 35070,1840002685
West Point,West Point,AL,Alabama,1043,Cullman,34.2394,-86.963,472,50.1,shape,FALSE,TRUE,America/Chicago,3,35057 35179,1840016704
South Vinemont,South Vinemont,AL,Alabama,1043,Cullman,34.2349,-86.8642,440,257.6,shape,FALSE,TRUE,America/Chicago,3,35058 35179,1840017959
East Point,East Point,AL,Alabama,1043,Cullman,34.1857,-86.7928,351,143.7,shape,FALSE,FALSE,America/Chicago,3,35055,1840025861
Colony,Colony,AL,Alabama,1043,Cullman,33.9413,-86.9022,312,52.6,shape,FALSE,TRUE,America/Chicago,4,35077,1840073883
Ozark,Ozark,AL,Alabama,1045,Dale,31.4508,-85.6473,14396,162.5,shape,FALSE,TRUE,America/Chicago,3,36360 36361,1840005283
Fort Rucker,Fort Rucker,AL,Alabama,1045,Dale,31.3428,-85.7154,5912,203.1,shape,TRUE,TRUE,America/Chicago,3,36362,1840073838
Daleville,Daleville,AL,Alabama,1045,Dale,31.2915,-85.7117,4912,139.9,shape,FALSE,TRUE,America/Chicago,3,36322,1840014955
Midland City,Midland City,AL,Alabama,1045,Dale,31.3157,-85.4937,1901,123.8,shape,FALSE,TRUE,America/Chicago,3,36350,1840017084
Level Plains,Level Plains,AL,Alabama,1045,Dale,31.3071,-85.7687,1826,224.2,shape,FALSE,TRUE,America/Chicago,3,36330 36322,1840017083
Newton,Newton,AL,Alabama,1045,Dale,31.3423,-85.5893,1606,40.7,shape,FALSE,TRUE,America/Chicago,3,36350 36352 36360,1840017088
Pinckard,Pinckard,AL,Alabama,1045,Dale,31.3173,-85.543,666,45.5,shape,FALSE,TRUE,America/Chicago,3,36371 36350,1840017089
Ariton,Ariton,AL,Alabama,1045,Dale,31.5978,-85.7131,660,55.5,shape,FALSE,TRUE,America/Chicago,4,36311,1840004920
Clayhatchee,Clayhatchee,AL,Alabama,1045,Dale,31.2434,-85.7136,637,105.7,shape,FALSE,TRUE,America/Chicago,3,36322,1840017086
Grimes,Grimes,AL,Alabama,1045,Dale,31.2999,-85.4503,589,204.9,shape,FALSE,TRUE,America/Chicago,3,36303 36350,1840003500
Napier Field,Napier Field,AL,Alabama,1045,Dale,31.3147,-85.455,405,333.8,shape,FALSE,TRUE,America/Chicago,3,36303,1840017085
Selma,Selma,AL,Alabama,1047,Dallas,32.4166,-87.0336,18429,496.6,shape,FALSE,TRUE,America/Chicago,3,36703 36701 36702,1840008329
Valley Grande,Valley Grande,AL,Alabama,1047,Dallas,32.4862,-87.0305,4137,41.8,shape,FALSE,TRUE,America/Chicago,3,36703 36701,1840015794
Selmont-West Selmont,Selmont-West Selmont,AL,Alabama,1047,Dallas,32.3784,-87.0074,1995,218.5,shape,FALSE,TRUE,America/Chicago,3,36703 36701,1840035626
Orrville,Orrville,AL,Alabama,1047,Dallas,32.3068,-87.2454,139,54,shape,FALSE,TRUE,America/Chicago,3,36767,1840016970
Fort Payne,Fort Payne,AL,Alabama,1049,DeKalb,34.4559,-85.6965,14730,96.3,shape,FALSE,TRUE,America/Chicago,3,35967 35968,1840004822
Rainsville,Rainsville,AL,Alabama,1049,DeKalb,34.4938,-85.8436,5466,94,shape,FALSE,TRUE,America/Chicago,3,35986,1840014658
Henagar,Henagar,AL,Alabama,1049,DeKalb,34.6306,-85.7413,2436,42,shape,FALSE,TRUE,America/Chicago,3,35978,1840014659
Collinsville,Collinsville,AL,Alabama,1049,DeKalb,34.2664,-85.8679,2044,266.9,shape,FALSE,TRUE,America/Chicago,3,35961,1840016553
Crossville,Crossville,AL,Alabama,1049,DeKalb,34.2852,-85.9996,1920,74.8,shape,FALSE,TRUE,America/Chicago,3,35962,1840016554
Sylvania,Sylvania,AL,Alabama,1049,DeKalb,34.5616,-85.8056,1848,108.2,shape,FALSE,TRUE,America/Chicago,3,35988 35968,1840016558
Fyffe,Fyffe,AL,Alabama,1049,DeKalb,34.449,-85.9052,1327,112.3,shape,FALSE,TRUE,America/Chicago,4,35971,1840004830
Geraldine,Geraldine,AL,Alabama,1049,DeKalb,34.3579,-86.0037,1266,101.3,shape,FALSE,TRUE,America/Chicago,4,35974,1840004919
Powell,Powell,AL,Alabama,1049,DeKalb,34.5326,-85.8975,1029,86.1,shape,FALSE,TRUE,America/Chicago,3,35986 35971,1840017914
Valley Head,Valley Head,AL,Alabama,1049,DeKalb,34.5558,-85.6224,833,92.4,shape,FALSE,TRUE,America/Chicago,3,35989,1840016559
Pine Ridge,Pine Ridge,AL,Alabama,1049,DeKalb,34.4487,-85.7806,717,217.4,shape,FALSE,TRUE,America/Chicago,3,35968,1840016560
Ider,Ider,AL,Alabama,1049,DeKalb,34.7026,-85.669,604,43.1,shape,FALSE,TRUE,America/Chicago,3,35981 35978,1840016550
Shiloh,Shiloh,AL,Alabama,1049,DeKalb,34.4604,-85.8767,426,67.6,shape,FALSE,TRUE,America/Chicago,3,35986 35971,1840017915
Hammondville,Hammondville,AL,Alabama,1049,DeKalb,34.5688,-85.6394,393,32.5,shape,FALSE,TRUE,America/Chicago,3,35989,1840016557
Mentone,Mentone,AL,Alabama,1049,DeKalb,34.5655,-85.5846,340,29.4,shape,FALSE,TRUE,America/Chicago,3,35984,1840016552
Millbrook,Millbrook,AL,Alabama,1051,Elmore,32.5027,-86.3737,16675,435.8,shape,FALSE,TRUE,America/Chicago,3,36022 36054,1840014877
Wetumpka,Wetumpka,AL,Alabama,1051,Elmore,32.5406,-86.2053,7025,291.9,shape,FALSE,TRUE,America/Chicago,3,36093 36092,1840006013
Redland,Redland,AL,Alabama,1051,Elmore,32.4754,-86.1375,5301,73.6,shape,FALSE,TRUE,America/Chicago,4,36093,1840037844
Tallassee,Tallassee,AL,Alabama,1051,Elmore,32.5315,-85.8903,5199,163.6,shape,FALSE,TRUE,America/Chicago,3,36078,1840015790
Holtville,Holtville,AL,Alabama,1051,Elmore,32.6314,-86.3268,4970,80.1,shape,FALSE,FALSE,America/Chicago,3,36092 36022,1840023043
Emerald Mountain,Emerald Mountain,AL,Alabama,1051,Elmore,32.4396,-86.0857,3456,73.7,shape,FALSE,TRUE,America/Chicago,4,36093 36078,1840037820
Deatsville,Deatsville,AL,Alabama,1051,Elmore,32.5864,-86.3917,2114,149.6,shape,FALSE,TRUE,America/Chicago,3,36022,1840016964
Elmore,Elmore,AL,Alabama,1051,Elmore,32.5552,-86.3425,1572,82.1,shape,FALSE,TRUE,America/Chicago,3,36022 36025,1840016966
Blue Ridge,Blue Ridge,AL,Alabama,1051,Elmore,32.501,-86.1839,1442,67.3,shape,FALSE,FALSE,America/Chicago,3,36093,1840013806
Eclectic,Eclectic,AL,Alabama,1051,Elmore,32.6387,-86.0387,1274,111.2,shape,FALSE,TRUE,America/Chicago,3,36024,1840016965
Coosada,Coosada,AL,Alabama,1051,Elmore,32.4984,-86.3279,1074,52.4,shape,FALSE,TRUE,America/Chicago,3,36020,1840016963
Atmore,Atmore,AL,Alabama,1053,Escambia,31.0927,-87.4762,8734,163.7,shape,FALSE,TRUE,America/Chicago,3,36503 36502 36504,1840013888
Brewton,Brewton,AL,Alabama,1053,Escambia,31.1113,-87.0737,5288,178.1,shape,FALSE,TRUE,America/Chicago,4,36426 36427,1840006146
East Brewton,East Brewton,AL,Alabama,1053,Escambia,31.0906,-87.0556,3131,350.4,shape,FALSE,TRUE,America/Chicago,3,36426,1840013889
Flomaton,Flomaton,AL,Alabama,1053,Escambia,31.0127,-87.2541,1728,147.7,shape,FALSE,TRUE,America/Chicago,4,36441,1840006309
Riverview,Riverview,AL,Alabama,1053,Escambia,31.0587,-87.0709,198,46.2,shape,FALSE,TRUE,America/Chicago,3,36426,1840018196
Pollard,Pollard,AL,Alabama,1053,Escambia,31.0235,-87.1736,136,42.4,shape,FALSE,TRUE,America/Chicago,4,36441,1840004074
Gadsden,Gadsden,AL,Alabama,1055,Etowah,34.0086,-86.0157,34317,363.3,shape,FALSE,TRUE,America/Chicago,3,35901 35903 35904 35902,1840006332
Rainbow City,Rainbow City,AL,Alabama,1055,Etowah,33.9336,-86.0922,10093,144.9,shape,FALSE,TRUE,America/Chicago,3,35906,1840014732
Southside,Southside,AL,Alabama,1055,Etowah,33.9007,-86.0238,9253,177.8,shape,FALSE,TRUE,America/Chicago,3,35907,1840015604
Attalla,Attalla,AL,Alabama,1055,Etowah,34.005,-86.1039,5872,324.7,shape,FALSE,TRUE,America/Chicago,3,35954,1840013655
Glencoe,Glencoe,AL,Alabama,1055,Etowah,33.9447,-85.9322,5360,116.4,shape,FALSE,TRUE,America/Chicago,4,35903 35905,1840003257
Hokes Bluff,Hokes Bluff,AL,Alabama,1055,Etowah,33.9902,-85.8639,4402,137.7,shape,FALSE,TRUE,America/Chicago,3,35903 35905,1840014733
Carlisle-Rockledge,Carlisle-Rockledge,AL,Alabama,1055,Etowah,34.114,-86.1191,2472,60.3,shape,FALSE,TRUE,America/Chicago,4,35956 35954,1840037805
Whitesboro,Whitesboro,AL,Alabama,1055,Etowah,34.1682,-86.0572,2150,47.7,shape,FALSE,FALSE,America/Chicago,3,35956,1840022891
Sardis City,Sardis City,AL,Alabama,1055,Etowah,34.1749,-86.1125,1818,85.5,shape,FALSE,TRUE,America/Chicago,3,35956,1840017967
Altoona,Altoona,AL,Alabama,1055,Etowah,34.0308,-86.3179,1444,107.7,shape,FALSE,TRUE,America/Chicago,4,35952,1840000720
Lookout Mountain,Lookout Mountain,AL,Alabama,1055,Etowah,34.1091,-85.9585,1427,38.7,shape,FALSE,TRUE,America/Chicago,4,35904,1840075152
Ballplay,Ballplay,AL,Alabama,1055,Etowah,34.0179,-85.7852,1391,25,shape,FALSE,FALSE,America/Chicago,3,35903 36272,1840022887
Coats Bend,Coats Bend,AL,Alabama,1055,Etowah,34.0774,-85.8742,1119,48,shape,FALSE,TRUE,America/Chicago,4,35901,1840075147
Egypt,Egypt,AL,Alabama,1055,Etowah,34.076,-86.1651,1107,40.5,shape,FALSE,FALSE,America/Chicago,3,35952 35956,1840022888
Tidmore Bend,Tidmore Bend,AL,Alabama,1055,Etowah,34.0324,-85.9253,1036,42.6,shape,FALSE,TRUE,America/Chicago,4,35901,1840075168
Walnut Grove,Walnut Grove,AL,Alabama,1055,Etowah,34.0641,-86.2863,901,67.2,shape,FALSE,TRUE,America/Chicago,3,35952 35990,1840016722
New Union,New Union,AL,Alabama,1055,Etowah,34.1422,-86.2218,893,31.6,shape,FALSE,TRUE,America/Chicago,4,35956,1840075158
Gallant,Gallant,AL,Alabama,1055,Etowah,34.0013,-86.2304,835,23.5,shape,FALSE,FALSE,America/Chicago,3,35972,1840022889
Reece City,Reece City,AL,Alabama,1055,Etowah,34.0772,-86.0345,744,92.2,shape,FALSE,TRUE,America/Chicago,3,35954,1840017965
Ivalee,Ivalee,AL,Alabama,1055,Etowah,34.0372,-86.1472,606,38,shape,FALSE,FALSE,America/Chicago,3,35954,1840022890
Bristow Cove,Bristow Cove,AL,Alabama,1055,Etowah,34.1092,-86.241,485,16.6,shape,FALSE,TRUE,America/Chicago,4,35956,1840037800
Ridgeville,Ridgeville,AL,Alabama,1055,Etowah,34.0569,-86.1029,80,53.6,shape,FALSE,TRUE,America/Chicago,3,35954,1840017966
Fayette,Fayette,AL,Alabama,1057,Fayette,33.6943,-87.8307,4271,195.5,shape,FALSE,TRUE,America/Chicago,4,35555,1840006295
